age,education,occupation,relationship,sex,native-country,salary-class
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,>50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,>50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,<=50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,>50K
31,Bachelors,Exec-managerial,Not-in-family,Female,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
27,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
28,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
30,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
31,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
32,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
33,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,>50K
34,Bachelors,Exec-managerial,Husband,Male,United-States,<=50K
